name,category,address,lat,lng,rating,user_ratings_total,price_level,summary,phone,website,opening_hours,place_id
Moyagi,Karaoke Bar,"Brunkebergstorg 3, 111 51 Stockholm, Sweden",59.330871599999995,18.0661918,4.5,697,,,08-425 043 70,https://moyagi.com/,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 3:00 AM; Saturday: 5:00 PM – 3:00 AM; Sunday: Closed,ChIJJ20E8l6dX0YR5qtB6vI9be8
Haket - Sportbar & Karaoke,Karaoke Bar,"Folkungagatan 69, 116 22 Stockholm, Sweden",59.314966000000005,18.0781939,4.7,400,,,08-550 669 69,https://haket.live/?utm_source=google,Monday: 2:00 – 11:00 PM; Tuesday: 2:00 – 11:00 PM; Wednesday: 2:00 – 11:00 PM; Thursday: 2:00 – 11:00 PM; Friday: 1:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 – 11:00 PM,ChIJAzKotiZ3X0YR4btQYwZJcT0
Harry B James,Karaoke Bar,"Kungsträdgården, 111 47 Stockholm, Sweden",59.331739000000006,18.0704142,3.8,2476,MODERATE,,08-21 86 00,http://www.harrybjames.se/,Monday: 12:00 PM – 3:00 AM; Tuesday: 12:00 PM – 3:00 AM; Wednesday: 12:00 PM – 3:00 AM; Thursday: 12:00 PM – 3:00 AM; Friday: 12:00 PM – 3:00 AM; Saturday: 12:00 PM – 3:00 AM; Sunday: 12:00 PM – 3:00 AM,ChIJh0DFL1ydX0YRT114Y88BMBo
Golden Hits,Karaoke Bar,"Kungsgatan 29, 111 56 Stockholm, Sweden",59.3357435,18.066887899999998,3.2,818,MODERATE,,08-505 560 87,https://goldenhits.se/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 6:00 PM – 1:00 AM; Friday: 6:00 PM – 3:00 AM; Saturday: 6:00 PM – 3:00 AM; Sunday: Closed,ChIJ6cY8Cl2dX0YRKA8Dbopkw44
Sakura restaurang,Karaoke Bar,"Luntmakargatan 59, 113 58 Stockholm, Sweden",59.3400841,18.060705199999997,4.3,784,MODERATE,"Classic Japanese dishes, including Wagyu beef, in a simple, modern joint with private karaoke rooms.",08-673 45 55,https://restaurangsakura.se/,Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 4:00 – 11:00 PM; Sunday: 4:00 – 10:00 PM,ChIJK-p2hmidX0YRKiWiU_OncHI
Rågsved's Pub,Karaoke Bar,"Sköllerstagatan 6, 124 66 Bandhagen, Sweden",59.260362300000004,18.025892499999998,4.1,348,MODERATE,,073-637 37 05,,Monday: 5:00 PM – 1:00 AM; Tuesday: 5:00 PM – 1:00 AM; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 1:00 AM,ChIJk8QevUJ3X0YRoxa1L-TGV_0
Pub Anchor,Karaoke Bar,"Sveavägen 90, 113 59 Stockholm, Sweden",59.34126179999999,18.0584989,4.3,3965,MODERATE,"Lively bar offering a wide choice of beers, plus pub grub & rock 'n' roll cover bands.",08-15 20 00,http://www.pubanchor.com/,Monday: 1:00 PM – 3:00 AM; Tuesday: 1:00 PM – 3:00 AM; Wednesday: 1:00 PM – 3:00 AM; Thursday: 1:00 PM – 3:00 AM; Friday: 12:00 PM – 3:00 AM; Saturday: 12:00 PM – 3:00 AM; Sunday: 1:00 PM – 3:00 AM,ChIJDbCVyWidX0YRXzMpO_IVfJM
Troll Stockholm,Karaoke Bar,"Hornsgatan 66b, 118 21 Stockholm, Sweden",59.318552,18.059019,3.8,37,,,08-668 85 00,https://www.trollstockholm.com/,Monday: 3:00 PM – 3:00 AM; Tuesday: 3:00 PM – 3:00 AM; Wednesday: 3:00 PM – 3:00 AM; Thursday: 3:00 PM – 3:00 AM; Friday: 3:00 PM – 3:00 AM; Saturday: 1:00 PM – 3:00 AM; Sunday: 1:00 PM – 3:00 AM,ChIJyeOf1yZ3X0YRRj4kW6a3blc
"Patricia Stockholm - nightclub, bar, karaoke & party venue",Karaoke Bar,"SöderMälarstrand Kajplats 19, 118 25 Stockholm, Sweden",59.3213806,18.0525306,3.2,1589,MODERATE,"Set on a restored navy ship, this longtime upscale eatery is known for its steak & seafood dinners.",073-652 72 82,http://www.patriciastockholm.se/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 8:00 PM – 5:00 AM; Saturday: 8:00 PM – 5:00 AM; Sunday: 8:00 PM – 5:00 AM,ChIJKai7pPx3X0YRFvyqnoBXIwQ
Marie Laveau,Karaoke Bar,"Hornsgatan 66b, 118 21 Stockholm, Sweden",59.318571299999995,18.0591223,3.7,430,MODERATE,"Lively restaurant & bar with a menu of Cajun/Creole-inspired dishes, plus kids' options.",08-668 85 00,,Monday: 3:00 PM – 3:00 AM; Tuesday: 3:00 PM – 3:00 AM; Wednesday: 3:00 PM – 3:00 AM; Thursday: 3:00 PM – 3:00 AM; Friday: 3:00 PM – 3:00 AM; Saturday: 3:00 PM – 3:00 AM; Sunday: 3:00 PM – 3:00 AM,ChIJzVbDYuZ3X0YRbKSY_5BNVz4
Ballbreaker Kungsholmen,Karaoke Bar,"Lindhagensgatan 114, 112 51 Stockholm, Sweden",59.3364196,18.011337600000004,4.1,2261,MODERATE,"Entertainment & leisure complex with bowling alley & slot car racing, plus spa with steam room.",08-617 00 00,http://www.ballbreaker.se/,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: Closed,ChIJ-bGbG7WCX0YRm7geDpOA3yo
Jolo - Bar & Biljard Stockholm,Karaoke Bar,"Västmannagatan 50, 113 25 Stockholm, Sweden",59.341217500000006,18.0484567,4.1,832,MODERATE,,08-31 85 80,https://jolo.se/?utm_source=google,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 PM – 1:00 AM; Thursday: 4:00 PM – 1:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: Closed,ChIJy9aRF3CdX0YRUJDQM5FzpAQ
The Green Hunter,Karaoke Bar,"Götgatan 64, 118 26 Stockholm, Sweden",59.3134272,18.0735968,3.6,1425,INEXPENSIVE,"Lively Irish bar showing TV sports on a big screen, plus karaoke nights & traditional pub grub.",08-640 96 00,http://www.gronejagaren.com/,Monday: 3:00 – 11:00 PM; Tuesday: 12:00 PM – 1:00 AM; Wednesday: 12:00 PM – 1:00 AM; Thursday: 12:00 PM – 1:00 AM; Friday: 12:00 PM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 11:00 PM,ChIJ94QKhPB3X0YR5YUD96WzuoI
Café Fix,Lounge,"Sankt Eriksgatan 35, 112 39 Stockholm, Sweden",59.332987700000004,18.031295099999998,4.2,624,MODERATE,,08-653 38 14,http://www.cafefix.se/,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 8:00 PM,ChIJQ_y7ckedX0YRgcGVBB6Gljw
Café Corniche,Lounge,"Norr Mälarstrand 76, 112 35 Stockholm, Sweden",59.328652,18.0302927,3.9,591,MODERATE,"Lebanese restaurant with elegant decor & a classic menu of meze & kebabs, plus belly dancing.",08-650 66 29,https://www.cafecorniche.se/,Monday: 5:00 PM – 12:00 AM; Tuesday: 5:00 PM – 12:00 AM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 12:00 AM,ChIJPXrl89Z3X0YRqInNKoX6dsY
Blue Vision,Club,"Fridhemsgatan 44, 112 40 Stockholm, Sweden",59.3341835,18.030801699999998,3.8,106,,,08-652 86 20,http://www.bluevision.se/,Monday: 10:00 AM – 11:45 PM; Tuesday: 10:00 AM – 11:45 PM; Wednesday: 10:00 AM – 11:45 PM; Thursday: 10:00 AM – 11:45 PM; Friday: 10:00 AM – 11:45 PM; Saturday: 12:00 – 11:45 PM; Sunday: 12:00 – 11:45 PM,ChIJieTWe36dX0YRRFS3mpP0Yk4
DIN-DIN Club Fleminggatan,Club,"Fleminggatan 49, 112 32 Stockholm, Sweden",59.3335802,18.0386797,4.4,73,,,08-618 05 05,https://dindinclub.se/meny/,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 12:00 – 9:00 PM,ChIJbZHkzAOdX0YR24x2d7mvQuA
Club Social i Stockholm AB,Club,"S:t Göransgatan 95, 112 45 Stockholm, Sweden",59.333874400000006,18.0256415,4,1,,,08-507 037 70,http://www.socialclub.se/,,ChIJ0buV5G-dX0YREY7AcgXw2gY
Hyde Stockholm,Club,"Jakobsbergsgatan 13, 111 44 Stockholm, Sweden",59.3346124,18.0699377,2.8,334,,,,http://www.hydestockholm.se/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3412205991565579115,,ChIJwxayD9OdX0YRXygu79r5FVo
Deglabbet Kungsholmen,Club,"Polhemsgatan 21, 112 30 Stockholm, Sweden",59.330528799999996,18.0363304,4.6,243,MODERATE,,08-25 81 88,http://www.deglabbet.se/,Monday: Closed; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 11:30 AM – 10:00 PM; Saturday: 1:00 – 10:00 PM; Sunday: 12:00 – 9:00 PM,ChIJCX_7Ash3X0YRX6PD33IWOPU
Trädgården,Club,"Hammarby Slussväg 2, 118 60 Stockholm, Sweden",59.3047676,18.077811099999998,4,1257,,,,http://www.tradgarden.com/,,ChIJTex4ofV3X0YRq79nToaz98Q
SATS Fridhemsplan,Club,"Fridhemsplan, Sankt Eriksgatan 32, 112 34 Stockholm, Sweden",59.33349,18.032242999999998,3.9,249,,,,https://www.sats.se/gym/stockholm/fridhemsplan?utm_source=google&utm_medium=organic_location&utm_campaign=pinmeto&utm_id=510,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 8:00 AM – 6:00 PM; Sunday: 8:00 AM – 7:00 PM,ChIJaZAoxX2dX0YR6zR8VdBf0pE
